//ID,Type,Name,Level,Hp
AD070000,MOB_WC_GUNPOWDERGHOST,Gun Powder ,28,1535
AE070000,MOB_WC_EARTHKING,Earth Taoist,30,1513
AF070000,MOB_WC_DEMONHORSE_CLON,Devil Horse,26,1370
B0070000,MOB_WC_DEMONHORSE,Demon Horse,25,1291
B1070000,MOB_WC_HYEONGCHEON_CLON,Hyeongcheon guard,29,1807
B2070000,MOB_WC_HYEONGCHEON,Hyeongcheon,30,1909
B3070000,MOB_DH_BUGGHOST,Earth Ghost Bug,63,8495
B4070000,MOB_DH_WORKEARTHGHOST,Power Earth Ghost,64,9139
B5070000,MOB_DH_SOLDIEREARTHGHOST,Earth Ghost Soldier,66,9792
B6070000,MOB_DH_BLINDMON,Mole,68,9265
B7070000,MOB_DH_YACHA,Diamond Yacha,70,11214
B8070000,MOB_DH_NACHAL,Devil Mask Nachal,70,8603
B9070000,MOB_OA_SCORPION,Scorpion,32,2121
BA070000,MOB_OA_ONG,Ong,34,2099
BB070000,MOB_OA_DESERTTRUNKZ,Blood Death Flower,34,1849
BC070000,MOB_OA_BLACKROBBER,Black Robber,38,2539
BD070000,MOB_OA_BLACKROBBERARCHER,Black Robber Archer,36,2034
BE070000,MOB_OA_URUCHI,Uruchi,40,1779528
BF070000,MOB_OA_REDEYEGHOST,Red-eye Ghost,41,2907
C0070000,MOB_OA_REDSCORPION,Red Scorpion,40,3121
C1070000,MOB_KT_BUNWANG_CLON,Small Bunwang,44,3311
C3070000,MOB_KT_BUNWANG,Bunwang,45,3454
C6070000,MOB_KT_WHITESPIDER,White Spider,48,3909
C7070000,MOB_KT_MUJIGI,Mujigi,49,3557
CA070000,MOB_KT_WHITESPIDER_CLON,Golden Spider,47,3753
CB070000,MOB_KK_GWHITESPIDER,Big White Spider,58,6027
CC070000,MOB_KK_YETI,Yeti,59,7059
D0070000,MOB_KK_PLANAR_CLON,Sona,57,6557
D2070000,MOB_KK_ISYUTARU,Isyutaru,60,4324612
D3070000,NPC_CH_SMITH,Blacksmith Chulsan,0,0
D4070000,NPC_CH_ARMOR,Protector Trader Mrs Jang,0,0
D5070000,NPC_CH_POTION,Herbalist Yangyun,0,0
D6070000,NPC_CH_POTION2,Herbalist Pungjang,0,0
D7070000,NPC_CH_POTION3,Herbalist Namgungun,0,0
D8070000,NPC_CH_ACCESSORY,Grocery Trader Jinjin,0,0
D9070000,NPC_CH_HORSE,Stable-Keeper Machun,0,0
DA070000,NPC_CH_SPECIAL,Specialty Trader Jodaesan,0,0
DB070000,NPC_CH_FERRY,Ferry Ticket Seller Doji,0,0
DC070000,NPC_CH_BOATMAN,Boatman Fengsu,0,0
DD070000,NPC_CH_WAREHOUSE_M,Storage-Keeper Wangu,0,0
DE070000,NPC_CH_WAREHOUSE_W,Storage-Keeper Sansan,0,0
DF070000,NPC_CH_TICKET,Ticket Seller Gyoun,0,0
E0070000,NPC_CH_LOTTERY,Lottery Seller Wangwon,0,0
E1070000,NPC_CH_SHAMAN,Exorcist Miaoryeong,0,0
E2070000,NPC_CH_CHEF,Village Chief Hwangno,0,0
E3070000,NPC_CH_GENARAL,General Sonhyeon,0,0
E4070000,NPC_CH_GENARAL_SW,Hunter Associate Gwakwi,0,0
E5070000,NPC_CH_GENARAL_SP,Guild Manager Leebaek,0,0
E6070000,NPC_CH_GENARAL_BO,Juho,0,0
E7070000,NPC_CH_PRIEST,Buddhist Priest Jeonghye,0,0
EB070000,NPC_CH_DOCTOR,Merchant Associate Hwajung,0,0
EC070000,NPC_CH_ISLAM,Islam Merchant Ishyak,0,0
ED070000,NPC_CH_EUROPE,Adventurer Flora,0,0
EE070000,NPC_CH_INDIA,Buddhist Priest Kushyan,0,0
EF070000,NPC_CH_SOLDIER_EM1,Soldier Choiyoung [Teleport],0,0
F0070000,NPC_CH_SOLDIER_EM2,Soldier Fengil,0,0
F1070000,NPC_CH_SOLDIER_EA1,Soldier Iyang,0,0
F2070000,NPC_CH_SOLDIER_EA2,Solder Sangnam [Teleport],0,0
F3070000,NPC_CH_SOLDIER_WE1,Soldier Hogang [Teleport],0,0
F4070000,NPC_CH_SOLDIER_WE2,Soldier Jowi,0,0
F5070000,NPC_CH_SOLDIER_SO1,Soldier Jingyo [Teleport],0,0
F6070000,NPC_CH_SOLDIER_SO2,Soldier Dangsam,0,0
F7070000,NPC_CH_BEGGARBOY,Bagger Sochil,0,0
F8070000,NPC_CH_BIGMAN,Casino Guardian Huhoan,0,0
F9070000,NPC_CH_KISAENG1,Gisaeng So-Ok,0,0
FA070000,NPC_CH_KISAENG2,Gisaeng Juju,0,0
FB070000,NPC_CH_KISAENG3,Gisaeng Ahjin,0,0
FC070000,NPC_CH_KISAENG4,Gisaeng Mihyang,0,0
FD070000,NPC_CH_KISAENG5,Gisaeng Juyeong,0,0
FE070000,NPC_CH_KISAENG6,Gisaeng Yumi,0,0
FF070000,NPC_CH_HORSE1,Horse,0,0
00080000,NPC_CH_HORSE2,Horse,0,0
01080000,NPC_CH_HORSE3,Horse,0,0
02080000,NPC_CH_HORSE4,Horse,0,0
03080000,NPC_WC_SMITH,Blacksmith Agol,0,0
04080000,NPC_WC_ARMOR,Protector Trader Yeolah,0,0
05080000,NPC_WC_POTION,Herbalist Bori,0,0
06080000,NPC_WC_ACCESSORY,Grocery Trader Yeosun,0,0
07080000,NPC_WC_HORSE,Stable-Keeper Makgo,0,0
08080000,NPC_WC_FERRY,Ferry Ticket Seller Tayun,0,0
09080000,NPC_WC_WAREHOUSE_M,Storage-Keeper Paedo,0,0
0A080000,NPC_WC_WAREHOUSE_W,Storage-Keeper Irina,0,0
0B080000,NPC_WC_SPECIAL,Specialty Shop Elder Leegak,0,0
0C080000,NPC_WC_PRIEST1,Buddhist Priest Fa,0,0
0D080000,NPC_WC_PRIEST2,Buddhist Priest Hyeon ,0,0
0E080000,NPC_WC_GENARAL_SW,Hunter Associate Haraho,0,0
0F080000,NPC_WC_GENARAL_SP,Baekako,0,0
10080000,NPC_WC_GENARAL_BO,Honmusa,0,0
11080000,NPC_WC_DOCTOR,Merchant Associate Leegeuk,0,0
12080000,NPC_WC_SOLDIER_EA1,Soldier Moho,0,0
13080000,NPC_WC_SOLDIER_EA2,Soldier Hahun,0,0
14080000,NPC_WC_SOLDIER_WE1,Soldier Manho,0,0
15080000,NPC_WC_SOLDIER_WE2,Soldier Dooil,0,0
16080000,NPC_WC_SOLDIER_SO,Soldier Baeksong,0,0
17080000,NPC_WC_PRIEST3,Buddhist Priest Bupgong,0,0
18080000,NPC_KT_SMITH,Blacksmith Soboi,0,0
19080000,NPC_KT_ARMOR,Protector Trader Gonishya,0,0
1A080000,NPC_KT_POTION,Potion Merchant Manina,0,0
1B080000,NPC_KT_ACCESSORY,Jewel Lapidary Mamoje,0,0
1C080000,NPC_KT_HORSE,Stable-Keeper Salihap,0,0
1D080000,NPC_KT_SPECIAL,Specialty Trader Sanmok,0,0
1E080000,NPC_KT_DESIGNER,Merchant Associate Asaman,0,0
1F080000,NPC_KT_FERRY,Boat Ticket Seller Ahgon,0,0
20080000,NPC_KT_BOATMAN1,Boatman Morap,0,0
21080000,NPC_KT_BINIKI1,Pool Clerk Rima,0,0
22080000,NPC_KT_BINIKI2,Pool Clerk Mana,0,0
23080000,NPC_KT_WAREHOUSE,Storage-Keeper Auisan,0,0
24080000,NPC_KT_MANAGER,Nephrite Refiner Pahap,0,0
25080000,NPC_KT_MINISTER,Hunter Associate Ahmok,0,0
26080000,NPC_KT_SOLDIER_EM1,Soldier Pao,0,0
27080000,NPC_KT_SOLDIER_EM2,Soldier Tuolan,0,0
28080000,NPC_KT_SOLDIER_EA1,Soldier Baoman,0,0
29080000,NPC_KT_SOLDIER_EA2,Soldier Makhan,0,0
2A080000,NPC_KT_SOLDIER_SO1,Soldier Duyun,0,0
2B080000,NPC_KT_SOLDIER_SO2,Soldier Leihan,0,0
2C080000,NPC_KT_SOLDIER_WE1,Soldier Wulan,0,0
2D080000,NPC_KT_SOLDIER_WE2,Soldier Batu,0,0
31080000,MOB_WC_HYUNGNO,Hyungno Ghost soldier,23,1264
32080000,MOB_WC_HYUNGNO_CLON,Hyungno Ghost ,24,1347
33080000,MOB_WC_EARTHKING_CLON,Earth Magician,30,1513
34080000,MOB_OA_SCORPION_CLON,Black scorpion,31,2013
35080000,MOB_OA_DESERTTRUNKZ_CLON2,Blood Devil  Flower,33,1761
36080000,MOB_OA_ONG_CLON,Blood Ong,33,1997
37080000,MOB_OA_BLACKROBBER_CLON,Black Robber Follower,35,2204
38080000,MOB_OA_YEOWA_CLON,Black Yeowa,35,2467
39080000,MOB_OA_YEOWA,Red Yeowa,36,2590
3A080000,MOB_OA_BLACKROBBERARCHER_CLON,Black Robber Bowman,37,2131
3B080000,MOB_OA_REDSCORPION_CLON,Small Red Scorpion,39,2982
3C080000,MOB_OA_REDEYEGHOST_CLON,Dark-eye Ghost,42,3038
3D080000,MOB_KT_ONG_CLON2,Maong,43,3172
3E080000,MOB_KT_MUJIGI_CLON,Ujigi,50,3701
3F080000,MOB_KK_ISHADE,Ishade,51,3849
40080000,MOB_KK_ISHADE_CLON,Hashade,52,4001
41080000,MOB_KK_SPIDER_CLON,Blue-face Spider,52,4584
42080000,MOB_KK_SPIDER,White-face spider,53,4766
45080000,MOB_KK_GWHITESPIDER_CLON,Big Blue Spider,57,5809
46080000,MOB_KK_YETI_CLON,Evil-Yeti,60,7634
47080000,NPC_CH_FERRY2,Ferry Ticket Seller Chau,0,0
48080000,NPC_WC_FERRY2,Ferry Ticket Seller Hageuk,0,0
4C080000,MOB_KT_DESERTTRUNKZ_CLON,Ultra Blood Devil ,46,4052
4D080000,MOB_KK_PLANAR,Planar,56,6317
4E080000,MOB_KK_PENON_F,Penon Fighter,54,5586
4F080000,MOB_KK_PENON_W,Penon Warrior,55,6084
81080000,NPC_TD_THIEF_BUY,Stolen Goods Dealer,0,0
82080000,NPC_TD_THIEF_SELL,Thief Associate,0,0
83080000,NPC_TD_THIEF_A,Black Robber Band,0,0
84080000,NPC_TD_THIEF_B,Tiger Bandit Band,0,0
85080000,NPC_TD_THIEF_C,Vicious Desperado,0,0
86080000,NPC_TD_THIEF_D,Windy Phantom Thief,0,0
87080000,COS_T_DONKEY,Donkey,20,3933
88080000,COS_T_HORSE1,Horse,30,6571
89080000,COS_T_HORSE2,Thoroughbred,45,12428
8A080000,COS_T_HORSE3,White Horse,60,21552
8B080000,COS_T_CAMEL1,Arabian camel,30,13141
8C080000,COS_T_CAMEL2,Bactrian camel,45,24857
8D080000,COS_T_CAMEL3,Indian camel,60,43104
8E080000,COS_C_DONKEY,Mule,10,508
8F080000,COS_C_HORSE1,Red Horse,20,983
90080000,COS_C_HORSE2,Shadow Horse,40,2544
91080000,COS_C_HORSE3,Dragon Horse,60,5388
92080000,COS_C_CAMEL1,Camel,20,1475
93080000,COS_C_CAMEL2,Geonche Camel,40,3815
94080000,COS_C_CAMEL3,Gangche Camel,60,8082
AE080000,MOB_THIEF_NPC_0001,Thief,1,65
AF080000,MOB_THIEF_NPC_0002,Thief,1,54
B0080000,MOB_THIEF_NPC_0003,Thief,1,54
B1080000,MOB_THIEF_NPC_0004,Thief,1,65
B2080000,MOB_THIEF_NPC_0005,Thief,1,54
B3080000,MOB_THIEF_NPC_0006,Thief,1,54
B4080000,MOB_THIEF_NPC_0007,Thief,1,65
B5080000,MOB_THIEF_NPC_0008,Thief,1,54
B6080000,MOB_THIEF_NPC_0009,Thief,1,54
B7080000,MOB_THIEF_NPC_0010,Thief,1,65
B8080000,MOB_THIEF_NPC_0011,Thief,2,55
B9080000,MOB_THIEF_NPC_0012,Thief,2,55
BA080000,MOB_THIEF_NPC_0013,Thief,2,68
BB080000,MOB_THIEF_NPC_0014,Thief,2,55
BC080000,MOB_THIEF_NPC_0015,Thief,2,55
BD080000,MOB_THIEF_NPC_0016,Thief,2,68
BE080000,MOB_THIEF_NPC_0017,Thief,2,55
BF080000,MOB_THIEF_NPC_0018,Thief,2,55
C0080000,MOB_THIEF_NPC_0019,Thief,2,68
C1080000,MOB_THIEF_NPC_0020,Thief,2,55
C2080000,MOB_THIEF_NPC_0021,Thief,3,85
C3080000,MOB_THIEF_NPC_0022,Thief,3,93
C4080000,MOB_THIEF_NPC_0023,Thief,3,85
C5080000,MOB_THIEF_NPC_0024,Thief,3,85
C6080000,MOB_THIEF_NPC_0025,Thief,3,93
C7080000,MOB_THIEF_NPC_0026,Thief,3,85
C8080000,MOB_THIEF_NPC_0027,Thief,3,85
C9080000,MOB_THIEF_NPC_0028,Thief,3,93
CA080000,MOB_THIEF_NPC_0029,Thief,3,85
CB080000,MOB_THIEF_NPC_0030,Thief,3,85
CC080000,MOB_THIEF_NPC_0031,Thief,4,94
CD080000,MOB_THIEF_NPC_0032,Thief,4,83
CE080000,MOB_THIEF_NPC_0033,Thief,4,83
CF080000,MOB_THIEF_NPC_0034,Thief,4,94
D0080000,MOB_THIEF_NPC_0035,Thief,4,83
D1080000,MOB_THIEF_NPC_0036,Thief,4,83
D2080000,MOB_THIEF_NPC_0037,Thief,4,94
D3080000,MOB_THIEF_NPC_0038,Thief,4,83
D4080000,MOB_THIEF_NPC_0039,Thief,4,83
D5080000,MOB_THIEF_NPC_0040,Thief,4,94
D6080000,MOB_THIEF_NPC_0041,Thief,5,119
D7080000,MOB_THIEF_NPC_0042,Thief,5,119
D8080000,MOB_THIEF_NPC_0043,Thief,5,124
D9080000,MOB_THIEF_NPC_0044,Thief,5,119
DA080000,MOB_THIEF_NPC_0045,Thief,5,119
DB080000,MOB_THIEF_NPC_0046,Thief,5,124
DC080000,MOB_THIEF_NPC_0047,Thief,5,119
DD080000,MOB_THIEF_NPC_0048,Thief,5,119
DE080000,MOB_THIEF_NPC_0049,Thief,5,124
DF080000,MOB_THIEF_NPC_0050,Thief,5,119
E0080000,MOB_THIEF_NPC_0051,Thief,6,114
E1080000,MOB_THIEF_NPC_0052,Thief,6,123
E2080000,MOB_THIEF_NPC_0053,Thief,6,114
E3080000,MOB_THIEF_NPC_0054,Thief,6,114
E4080000,MOB_THIEF_NPC_0055,Thief,6,123
E5080000,MOB_THIEF_NPC_0056,Thief,6,114
E6080000,MOB_THIEF_NPC_0057,Thief,6,114
E7080000,MOB_THIEF_NPC_0058,Thief,6,123
E8080000,MOB_THIEF_NPC_0059,Thief,6,114
E9080000,MOB_THIEF_NPC_0060,Thief,6,114
EA080000,MOB_THIEF_NPC_0061,Thief,7,158
EB080000,MOB_THIEF_NPC_0062,Thief,7,156
EC080000,MOB_THIEF_NPC_0063,Thief,7,156
ED080000,MOB_THIEF_NPC_0064,Thief,7,158
EE080000,MOB_THIEF_NPC_0065,Thief,7,156
EF080000,MOB_THIEF_NPC_0066,Thief,7,156
F0080000,MOB_THIEF_NPC_0067,Thief,7,158
F1080000,MOB_THIEF_NPC_0068,Thief,7,156
F2080000,MOB_THIEF_NPC_0069,Thief,7,156
F3080000,MOB_THIEF_NPC_0070,Thief,7,158
F4080000,MOB_THIEF_NPC_0071,Thief,8,204
F5080000,MOB_THIEF_NPC_0072,Thief,8,204
F6080000,MOB_THIEF_NPC_0073,Thief,8,197
F7080000,MOB_THIEF_NPC_0074,Thief,8,204
F8080000,MOB_THIEF_NPC_0075,Thief,8,204
F9080000,MOB_THIEF_NPC_0076,Thief,8,197
FA080000,MOB_THIEF_NPC_0077,Thief,8,204
FB080000,MOB_THIEF_NPC_0078,Thief,8,204
FC080000,MOB_THIEF_NPC_0079,Thief,8,197
FD080000,MOB_THIEF_NPC_0080,Thief,8,204
FE080000,MOB_THIEF_NPC_0081,Thief,9,194
FF080000,MOB_THIEF_NPC_0082,Thief,9,192
00090000,MOB_THIEF_NPC_0083,Thief,9,194
01090000,MOB_THIEF_NPC_0084,Thief,9,194
02090000,MOB_THIEF_NPC_0085,Thief,9,192
03090000,MOB_THIEF_NPC_0086,Thief,9,194
04090000,MOB_THIEF_NPC_0087,Thief,9,194
05090000,MOB_THIEF_NPC_0088,Thief,9,192
06090000,MOB_THIEF_NPC_0089,Thief,9,194
07090000,MOB_THIEF_NPC_0090,Thief,9,194
08090000,MOB_THIEF_NPC_0091,Thief,10,236
09090000,MOB_THIEF_NPC_0092,Thief,10,249
0A090000,MOB_THIEF_NPC_0093,Thief,10,249
0B090000,MOB_THIEF_NPC_0094,Thief,10,236
0C090000,MOB_THIEF_NPC_0095,Thief,10,249
0D090000,MOB_THIEF_NPC_0096,Thief,10,249
0E090000,MOB_THIEF_NPC_0097,Thief,10,236
0F090000,MOB_THIEF_NPC_0098,Thief,10,249
10090000,MOB_THIEF_NPC_0099,Thief,10,249
11090000,MOB_THIEF_NPC_0100,Thief,10,236
12090000,MOB_THIEF_NPC_0101,Thief,11,310
13090000,MOB_THIEF_NPC_0102,Thief,11,310
14090000,MOB_THIEF_NPC_0103,Thief,11,286
15090000,MOB_THIEF_NPC_0104,Thief,11,310
16090000,MOB_THIEF_NPC_0105,Thief,11,310
17090000,MOB_THIEF_NPC_0106,Thief,11,286
18090000,MOB_THIEF_NPC_0107,Thief,11,310
19090000,MOB_THIEF_NPC_0108,Thief,11,310
1A090000,MOB_THIEF_NPC_0109,Thief,11,286
1B090000,MOB_THIEF_NPC_0110,Thief,11,310
1C090000,MOB_THIEF_NPC_0111,Thief,12,359
1D090000,MOB_THIEF_NPC_0112,Thief,12,324
1E090000,MOB_THIEF_NPC_0113,Thief,12,359
1F090000,MOB_THIEF_NPC_0114,Thief,12,359
20090000,MOB_THIEF_NPC_0115,Thief,12,324
21090000,MOB_THIEF_NPC_0116,Thief,12,359
22090000,MOB_THIEF_NPC_0117,Thief,12,359
23090000,MOB_THIEF_NPC_0118,Thief,12,324
24090000,MOB_THIEF_NPC_0119,Thief,12,359
25090000,MOB_THIEF_NPC_0120,Thief,12,359
26090000,MOB_THIEF_NPC_0121,Thief,13,364
27090000,MOB_THIEF_NPC_0122,Thief,13,411
28090000,MOB_THIEF_NPC_0123,Thief,13,411
29090000,MOB_THIEF_NPC_0124,Thief,13,364
2A090000,MOB_THIEF_NPC_0125,Thief,13,411
2B090000,MOB_THIEF_NPC_0126,Thief,13,411
2C090000,MOB_THIEF_NPC_0127,Thief,13,364
2D090000,MOB_THIEF_NPC_0128,Thief,13,411
2E090000,MOB_THIEF_NPC_0129,Thief,13,411
2F090000,MOB_THIEF_NPC_0130,Thief,13,364
30090000,MOB_THIEF_NPC_0131,Thief,14,549
31090000,MOB_THIEF_NPC_0132,Thief,14,549
32090000,MOB_THIEF_NPC_0133,Thief,14,470
33090000,MOB_THIEF_NPC_0134,Thief,14,549
34090000,MOB_THIEF_NPC_0135,Thief,14,549
35090000,MOB_THIEF_NPC_0136,Thief,14,470
36090000,MOB_THIEF_NPC_0137,Thief,14,549
37090000,MOB_THIEF_NPC_0138,Thief,14,549
38090000,MOB_THIEF_NPC_0139,Thief,14,470
39090000,MOB_THIEF_NPC_0140,Thief,14,549
3A090000,MOB_THIEF_NPC_0141,Thief,15,607
3B090000,MOB_THIEF_NPC_0142,Thief,15,514
3C090000,MOB_THIEF_NPC_0143,Thief,15,607
3D090000,MOB_THIEF_NPC_0144,Thief,15,607
3E090000,MOB_THIEF_NPC_0145,Thief,15,514
3F090000,MOB_THIEF_NPC_0146,Thief,15,607
40090000,MOB_THIEF_NPC_0147,Thief,15,607
41090000,MOB_THIEF_NPC_0148,Thief,15,514
42090000,MOB_THIEF_NPC_0149,Thief,15,607
43090000,MOB_THIEF_NPC_0150,Thief,15,607
44090000,MOB_THIEF_NPC_0151,Thief,16,628
45090000,MOB_THIEF_NPC_0152,Thief,16,755
46090000,MOB_THIEF_NPC_0153,Thief,16,755
47090000,MOB_THIEF_NPC_0154,Thief,16,628
48090000,MOB_THIEF_NPC_0155,Thief,16,755
49090000,MOB_THIEF_NPC_0156,Thief,16,755
4A090000,MOB_THIEF_NPC_0157,Thief,16,628
4B090000,MOB_THIEF_NPC_0158,Thief,16,755
4C090000,MOB_THIEF_NPC_0159,Thief,16,755
4D090000,MOB_THIEF_NPC_0160,Thief,16,628
4E090000,MOB_THIEF_NPC_0161,Thief,17,820
4F090000,MOB_THIEF_NPC_0162,Thief,17,820
50090000,MOB_THIEF_NPC_0163,Thief,17,678
51090000,MOB_THIEF_NPC_0164,Thief,17,820
52090000,MOB_THIEF_NPC_0165,Thief,17,820
53090000,MOB_THIEF_NPC_0166,Thief,17,678
54090000,MOB_THIEF_NPC_0167,Thief,17,820
55090000,MOB_THIEF_NPC_0168,Thief,17,820
56090000,MOB_THIEF_NPC_0169,Thief,17,678
57090000,MOB_THIEF_NPC_0170,Thief,17,820
58090000,MOB_THIEF_NPC_0171,Thief,18,888
59090000,MOB_THIEF_NPC_0172,Thief,18,730
5A090000,MOB_THIEF_NPC_0173,Thief,18,888
5B090000,MOB_THIEF_NPC_0174,Thief,18,888
5C090000,MOB_THIEF_NPC_0175,Thief,18,730
5D090000,MOB_THIEF_NPC_0176,Thief,18,888
5E090000,MOB_THIEF_NPC_0177,Thief,18,888
5F090000,MOB_THIEF_NPC_0178,Thief,18,730
60090000,MOB_THIEF_NPC_0179,Thief,18,888
61090000,MOB_THIEF_NPC_0180,Thief,18,888
62090000,MOB_THIEF_NPC_0181,Thief,19,784
63090000,MOB_THIEF_NPC_0182,Thief,19,958
64090000,MOB_THIEF_NPC_0183,Thief,19,958
65090000,MOB_THIEF_NPC_0184,Thief,19,784
66090000,MOB_THIEF_NPC_0185,Thief,19,958
67090000,MOB_THIEF_NPC_0186,Thief,19,958
68090000,MOB_THIEF_NPC_0187,Thief,19,784
69090000,MOB_THIEF_NPC_0188,Thief,19,958
6A090000,MOB_THIEF_NPC_0189,Thief,19,958
6B090000,MOB_THIEF_NPC_0190,Thief,19,784
6C090000,MOB_THIEF_NPC_0191,Thief,20,1031
6D090000,MOB_THIEF_NPC_0192,Thief,20,1031
6E090000,MOB_THIEF_NPC_0193,Thief,20,840
6F090000,MOB_THIEF_NPC_0194,Thief,20,1031
70090000,MOB_THIEF_NPC_0195,Thief,20,1031
71090000,MOB_THIEF_NPC_0196,Thief,20,840
72090000,MOB_THIEF_NPC_0197,Thief,20,1031
73090000,MOB_THIEF_NPC_0198,Thief,20,1031
74090000,MOB_THIEF_NPC_0199,Thief,20,840
75090000,MOB_THIEF_NPC_0200,Thief,20,1031
76090000,MOB_THIEF_NPC_0201,Thief,21,1106
77090000,MOB_THIEF_NPC_0202,Thief,21,898
78090000,MOB_THIEF_NPC_0203,Thief,21,1106
79090000,MOB_THIEF_NPC_0204,Thief,21,1106
7A090000,MOB_THIEF_NPC_0205,Thief,21,898
7B090000,MOB_THIEF_NPC_0206,Thief,21,1106
7C090000,MOB_THIEF_NPC_0207,Thief,21,1106
7D090000,MOB_THIEF_NPC_0208,Thief,21,898
7E090000,MOB_THIEF_NPC_0209,Thief,21,1106
7F090000,MOB_THIEF_NPC_0210,Thief,21,1002
80090000,MOB_THIEF_NPC_0211,Thief,22,957
81090000,MOB_THIEF_NPC_0212,Thief,22,1184
82090000,MOB_THIEF_NPC_0213,Thief,22,1184
83090000,MOB_THIEF_NPC_0214,Thief,22,957
84090000,MOB_THIEF_NPC_0215,Thief,22,1071
85090000,MOB_THIEF_NPC_0216,Thief,22,1184
86090000,MOB_THIEF_NPC_0217,Thief,22,957
